"country"	"year"	"continent"	"population"	"life_exp"	"gdp_per_cap"	"gini"
"St. Lucia"	1960	"americas"	89900	59.5	2310	42.6
"St. Vincent and the Grenadines"	1960	"americas"	80900	57.8	2930	40
"Sudan"	1960	"africa"	7540000	48.5	2280	39.2
"Suriname"	1960	"americas"	290000	60.8	6940	45.7
"Swaziland"	1960	"africa"	349000	47	1920	60.5
"Sweden"	1960	"europe"	7480000	72.9	15100	25
"Switzerland"	1960	"europe"	5300000	71.3	27600	36.8
"Syria"	1960	"asia"	4570000	57.2	2250	34.4
"Tajikistan"	1960	"asia"	2090000	52.9	3370	31.5
"Tanzania"	1960	"africa"	10100000	48.4	1070	38.6
"Thailand"	1960	"asia"	27400000	57.6	1540	41.5
"Timor-Leste"	1960	"asia"	500000	37.1	719	35.9
"Togo"	1960	"africa"	1580000	44.4	1240	58.5
"Tonga"	1960	"asia"	61600	61.9	1540	37.7
"Trinidad and Tobago"	1960	"americas"	848000	63	8060	45.9
"Tunisia"	1960	"africa"	4180000	46.7	2180	63.2
"Turkey"	1960	"europe"	27500000	49.1	4920	51.4
"Turkmenistan"	1960	"asia"	1600000	52.3	7020	31.6
"Uganda"	1960	"africa"	6790000	45.2	881	53.5
"Ukraine"	1960	"europe"	42700000	69.4	5530	32.6
"United Arab Emirates"	1960	"asia"	92600	55	1770	40
"United Kingdom"	1960	"europe"	52400000	71	13800	28.5
"United States"	1960	"americas"	187000000	69.9	18100	34.7
"Uruguay"	1960	"americas"	2540000	67.7	8000	47
"Uzbekistan"	1960	"asia"	8550000	59.3	2360	35.8
"Vanuatu"	1960	"asia"	63700	50.1	1470	37.6
"Venezuela"	1960	"americas"	8150000	61.1	13000	63.1
"Vietnam"	1960	"asia"	32700000	53.9	1150	36.6
"Yemen"	1960	"asia"	5170000	33	1420	37.5
"Zambia"	1960	"africa"	3040000	50.6	3110	66.6
"Zimbabwe"	1960	"africa"	3750000	53.8	2000	39.1
"Afghanistan"	1961	"asia"	9170000	39.4	1200	34.1
"Albania"	1961	"europe"	1690000	63.7	2820	26.7
"Algeria"	1961	"africa"	11400000	52.6	5640	39.8
"Angola"	1961	"africa"	5750000	43	4310	55.7
"Antigua and Barbuda"	1961	"americas"	56100	63.4	4530	40
"Argentina"	1961	"americas"	21000000	64.2	9500	41.4
"Armenia"	1961	"europe"	1940000	62.4	2610	41
"Australia"	1961	"asia"	10500000	71.5	14100	35.3
"Austria"	1961	"europe"	7110000	69.7	12600	29.5
"Azerbaijan"	1961	"europe"	4030000	58.1	5280	42.2
"Bahamas"	1961	"americas"	115000	62.2	15600	40
"Bahrain"	1961	"asia"	168000	54.2	23000	40
"Bangladesh"	1961	"asia"	49600000	44.3	1090	24.5
"Barbados"	1961	"americas"	232000	65	5360	48.2
"Belarus"	1961	"europe"	8260000	71.3	4100	26.7
"Belgium"	1961	"europe"	9230000	70.5	13100	30.5
"Belize"	1961	"americas"	94700	61.3	2030	60.3
"Benin"	1961	"africa"	2470000	41.6	1200	36.3
"Bhutan"	1961	"asia"	229000	42.3	961	40.9
"Bolivia"	1961	"americas"	3760000	46.7	2680	46.2
"Bosnia and Herzegovina"	1961	"europe"	3290000	61.2	1800	30
"Botswana"	1961	"africa"	537000	52.5	991	53.6
"Brazil"	1961	"americas"	74400000	57.4	4670	44.8
"Brunei"	1961	"asia"	85600	61.6	68200	40
"Bulgaria"	1961	"europe"	7950000	70	5120	22.3
"Burkina Faso"	1961	"africa"	4890000	39.2	681	48.4
"Burundi"	1961	"africa"	2840000	42.3	543	35.8
"Cambodia"	1961	"asia"	5870000	44.1	1490	42
"Cameroon"	1961	"africa"	5290000	46.6	1840	36.8
"Canada"	1961	"americas"	18300000	71.4	14600	33
"Cape Verde"	1961	"africa"	206000	53.8	860	52.5
"Central African Republic"	1961	"africa"	1530000	42	1450	66.4
"Chad"	1961	"africa"	3060000	44.9	1470	25.6
"Chile"	1961	"americas"	7890000	58.6	6070	68.6
"China"	1961	"asia"	668000000	33.3	560	25.1
"Colombia"	1961	"americas"	17000000	61.6	3530	62.5
"Comoros"	1961	"africa"	194000	46.7	1010	45.2
"Congo, Dem. Rep."	1961	"africa"	15600000	46.8	1960	42.4
"Congo, Rep."	1961	"africa"	1060000	45.4	2500	42.5
"Costa Rica"	1961	"americas"	1380000	64	4280	48.6
"Cote d Ivoire"	1961	"africa"	3690000	43.3	2730	47.7
"Croatia"	1961	"europe"	4220000	64.8	7950	21.8
"Cuba"	1961	"americas"	7290000	66.3	9460	37.8
"Cyprus"	1961	"europe"	576000	68	5750	30.1
"Czech Republic"	1961	"europe"	9640000	70.8	12300	19.4
"Denmark"	1961	"europe"	4610000	72.4	16200	22.7
"Djibouti"	1961	"africa"	88500	53.2	3790	36.5
"Dominican Republic"	1961	"americas"	3410000	57.8	2510	42.5
"Ecuador"	1961	"americas"	4680000	58.3	4450	41.9
"Egypt"	1961	"africa"	27700000	48.1	2080	25.2
"El Salvador"	1961	"americas"	2840000	54	4000	41.2
"Equatorial Guinea"	1961	"africa"	259000	40.9	712	40
"Eritrea"	1961	"africa"	1430000	41.7	935	40
"Estonia"	1961	"europe"	1230000	69.5	7490	43.2
"Ethiopia"	1961	"africa"	22700000	39.7	668	51.7
"Fiji"	1961	"asia"	407000	60.3	3580	35.3
"Finland"	1961	"europe"	4470000	68.8	11400	34
"France"	1961	"europe"	46500000	71.3	12200	42.7
"Gabon"	1961	"africa"	504000	44.1	1650	66
"Gambia"	1961	"africa"	377000	45.7	1350	39.6
"Georgia"	1961	"europe"	4080000	61.3	3400	28.8
"Germany"	1961	"europe"	73900000	69.8	15300	33.1
"Ghana"	1961	"africa"	6870000	51.3	2270	39.7
"Greece"	1961	"europe"	8310000	70.9	6630	47.2
"Grenada"	1961	"americas"	91300	63.5	2120	40
"Guatemala"	1961	"americas"	4340000	45.1	3340	56.7
"Guinea"	1961	"africa"	3630000	42.5	844	53.1
"Guinea-Bissau"	1961	"africa"	623000	39.1	1260	39.9
"Guyana"	1961	"americas"	589000	59.5	3160	43.2
"Haiti"	1961	"americas"	3940000	41.4	2160	60.2
"Honduras"	1961	"americas"	2100000	50.9	2490	66.5
"Hungary"	1961	"europe"	10000000	68.9	9600	21.5
"Iceland"	1961	"europe"	179000	73.6	10900	25.8
"India"	1961	"asia"	458000000	42.2	1040	33.2
"Indonesia"	1961	"asia"	90100000	46.7	1810	41.2
"Iran"	1961	"asia"	22500000	49.3	5740	56.3
"Iraq"	1961	"asia"	7480000	51.1	6580	45.3
"Ireland"	1961	"europe"	2820000	69.9	8220	44
"Israel"	1961	"asia"	2170000	67.6	7500	35
"Italy"	1961	"europe"	50100000	69.8	11100	40.9
"Jamaica"	1961	"americas"	1650000	65.3	5500	42.9
"Japan"	1961	"asia"	94600000	68.6	5370	29.7
"Jordan"	1961	"asia"	973000	55.1	4670	36.9
"Kazakhstan"	1961	"asia"	10400000	59.9	8810	37.8
"Kenya"	1961	"africa"	8360000	51.7	1770	76.7
"Kiribati"	1961	"asia"	42300	50.3	2920	37
"Kuwait"	1961	"asia"	301000	64	21400	40
"Kyrgyz Republic"	1961	"asia"	2240000	55.9	2840	37.2
"Lao"	1961	"asia"	2170000	40	1240	35.1
"Latvia"	1961	"europe"	2160000	70.4	5730	27.6
"Lebanon"	1961	"asia"	1860000	64	9360	46.1
"Lesotho"	1961	"africa"	866000	53	560	56
"Liberia"	1961	"africa"	1140000	41.6	1760	36.5
"Libya"	1961	"africa"	1500000	51.4	12800	40
"Lithuania"	1961	"europe"	2810000	70.5	9440	28.8
"Luxembourg"	1961	"europe"	317000	70	23200	27.6
"Macedonia, FYR"	1961	"europe"	1510000	62.2	4180	39.3
"Madagascar"	1961	"africa"	5220000	45.4	2280	45.5
"Malawi"	1961	"africa"	3700000	40.5	538	47.6
"Malaysia"	1961	"asia"	8420000	60.2	3130	47.6
"Maldives"	1961	"asia"	92400	32.8	1110	41.3
"Mali"	1961	"africa"	5320000	34.3	825	54.3
"Malta"	1961	"europe"	313000	67	2820	28
"Mauritania"	1961	"africa"	883000	48.3	1940	40.3
"Mauritius"	1961	"africa"	679000	57.7	3300	38.6
"Mexico"	1961	"americas"	39400000	58.3	6110	47.7
"Micronesia, Fed. Sts."	1961	"asia"	46000	56.4	1450	42.4
"Moldova"	1961	"europe"	3080000	60.2	3860	20.6
"Mongolia"	1961	"asia"	982000	48.6	1250	32
"Montenegro"	1961	"europe"	498000	66.8	6850	30.2
"Morocco"	1961	"africa"	12700000	51.2	1970	46.3
"Mozambique"	1961	"africa"	7540000	42.3	475	54.8
"Myanmar"	1961	"asia"	21400000	41.4	814	33
"Namibia"	1961	"africa"	617000	52.3	4620	50
"Nepal"	1961	"asia"	10200000	44.3	965	30.7
"Netherlands"	1961	"europe"	11600000	73.7	13300	40.1
"New Zealand"	1961	"asia"	2420000	71.2	16700	31.9
"Nicaragua"	1961	"americas"	1830000	51.5	4450	48.3
"Niger"	1961	"africa"	3490000	42.1	1220	39.1
"Nigeria"	1961	"africa"	46100000	49.8	3560	48.4
"North Korea"	1961	"asia"	11700000	57.7	1620	37
"Norway"	1961	"europe"	3610000	73.5	16300	28.1
"Oman"	1961	"asia"	565000	43.8	4610	40
"Pakistan"	1961	"asia"	46000000	50.1	1250	32.5
"Palestine"	1961	"asia"	1100000	55.3	1120	34
"Panama"	1961	"americas"	1170000	63.7	4390	57.5
"Papua New Guinea"	1961	"asia"	2050000	45.2	1140	52.6
"Paraguay"	1961	"americas"	1950000	67.7	3000	40.8
"Peru"	1961	"americas"	10400000	43.4	5670	57.5
"Philippines"	1961	"asia"	27200000	60.1	2660	44.8
"Poland"	1961	"europe"	30000000	68	6740	22.3
"Portugal"	1961	"europe"	8920000	63.1	5770	46.8
"Qatar"	1961	"asia"	51400	61.1	19500	40
"Romania"	1961	"europe"	18800000	66.7	6440	19.2
"Russia"	1961	"europe"	121000000	68.5	11300	25.4
"Rwanda"	1961	"africa"	3000000	44.5	605	37.4
"Samoa"	1961	"asia"	112000	58.9	3380	42.1
"Sao Tome and Principe"	1961	"africa"	64600	53.1	1330	32.1
"Saudi Arabia"	1961	"asia"	4220000	55.6	11900	40
"Senegal"	1961	"africa"	3300000	45.8	2070	66.5
"Serbia"	1961	"europe"	7610000	65.4	7180	38.7
"Seychelles"	1961	"africa"	42400	61.5	5540	41.3
"Sierra Leone"	1961	"africa"	2330000	39.4	1280	52.7
"Singapore"	1961	"asia"	1690000	66.4	5520	44.7
"Slovak Republic"	1961	"europe"	4200000	70.9	9080	25.7
"Slovenia"	1961	"europe"	1600000	67.6	8440	30.9
"Solomon Islands"	1961	"asia"	121000	50	1130	46.1
"Somalia"	1961	"africa"	2810000	44.7	1240	46.5
"South Africa"	1961	"africa"	17900000	53.2	7950	66.9
"South Korea"	1961	"asia"	26100000	54.4	1170	31.7
"South Sudan"	1961	"africa"	3010000	42.9	2390	45
"Spain"	1961	"europe"	30800000	69.4	6440	24.5
"Sri Lanka"	1961	"asia"	10100000	60.4	1870	36
"St. Lucia"	1961	"americas"	90900	60.4	2420	42.6
"St. Vincent and the Grenadines"	1961	"americas"	82100	58.9	3010	40
"Sudan"	1961	"africa"	7770000	48.9	2220	38.9
"Suriname"	1961	"americas"	298000	61.2	7110	45.9
"Swaziland"	1961	"africa"	357000	47.3	2120	60.5
"Sweden"	1961	"europe"	7530000	73.4	16000	24.9
"Switzerland"	1961	"europe"	5390000	71.6	29000	36.8
"Syria"	1961	"asia"	4720000	57.9	2210	34.4
"Tajikistan"	1961	"asia"	2160000	53.3	3500	31.3
"Tanzania"	1961	"africa"	10400000	48.7	1040	38.3
"Thailand"	1961	"asia"	28200000	58.2	1570	41.8
"Timor-Leste"	1961	"asia"	509000	37.6	720	35.9
"Togo"	1961	"africa"	1600000	45.2	1290	59.2
"Tonga"	1961	"asia"	63700	62.3	1560	37.7
"Trinidad and Tobago"	1961	"americas"	865000	63.6	8230	46.2
"Tunisia"	1961	"africa"	4240000	47.5	2340	64.2
"Turkey"	1961	"europe"	28100000	49.9	4880	51.5
"Turkmenistan"	1961	"asia"	1660000	52.7	7300	31.4
"Uganda"	1961	"africa"	7010000	45.8	849	53.9
"Ukraine"	1961	"europe"	43200000	69.7	5750	32.5
"United Arab Emirates"	1961	"asia"	101000	56.1	1980	40
"United Kingdom"	1961	"europe"	52800000	70.7	14000	28.5
"United States"	1961	"americas"	190000000	70.3	18200	34.6
"Uruguay"	1961	"americas"	2570000	68	8070	46.4
"Uzbekistan"	1961	"asia"	8840000	59.7	2450	35.7
"Vanuatu"	1961	"asia"	65700	50.8	1490	37.6
"Venezuela"	1961	"americas"	8460000	61.7	12400	63.4
"Vietnam"	1961	"asia"	33700000	54.5	1170	36.6
"Yemen"	1961	"asia"	5260000	33.9	1420	37.5
"Zambia"	1961	"africa"	3140000	51.1	3050	67.3
"Zimbabwe"	1961	"africa"	3870000	54.3	2050	39.5
"Afghanistan"	1962	"asia"	9350000	40.1	1200	33.7
"Albania"	1962	"europe"	1740000	64.6	2910	26.7
"Algeria"	1962	"africa"	11700000	53.2	4520	39.8
"Angola"	1962	"africa"	5870000	43.6	4130	55.6
"Antigua and Barbuda"	1962	"americas"	57100	63.8	4640	40
"Argentina"	1962	"americas"	21300000	64.3	9190	41.5
"Armenia"	1962	"europe"	2010000	62.7	2640	41
"Australia"	1962	"asia"	10700000	71.3	14700	35.4
"Austria"	1962	"europe"	7160000	69.5	12900	29.7
"Azerbaijan"	1962	"europe"	4170000	58.5	5350	41.9
"Bahamas"	1962	"americas"	121000	62.6	16400	40
"Bahrain"	1962	"asia"	173000	55.6	23500	40
"Bangladesh"	1962	"asia"	51000000	44.9	1070	24
"Barbados"	1962	"americas"	233000	65.6	5830	48.2
"Belarus"	1962	"europe"	8340000	70	4150	26.2
"Belgium"	1962	"europe"	9280000	70.2	13700	30.3
"Belize"	1962	"americas"	97400	61.9	2060	60.3
"Benin"	1962	"africa"	2500000	42.2	1130	36.8
"Bhutan"	1962	"asia"	235000	42.9	972	40.9
"Bolivia"	1962	"americas"	3840000	47.1	2770	47.1
"Bosnia and Herzegovina"	1962	"europe"	3350000	61.9	1790	30
"Botswana"	1962	"africa"	551000	52.9	1000	53.6
"Brazil"	1962	"americas"	76600000	57.9	4830	45.2
"Brunei"	1962	"asia"	89500	62.1	69300	40
"Bulgaria"	1962	"europe"	8020000	69.3	5490	22.2
"Burkina Faso"	1962	"africa"	4960000	39.8	717	48.5
"Burundi"	1962	"africa"	2890000	42.7	580	35.7
"Cambodia"	1962	"asia"	6030000	44.3	1570	42
"Cameroon"	1962	"africa"	5400000	47.2	1870	37.1
"Canada"	1962	"americas"	18700000	71.4	15300	33
"Cape Verde"	1962	"africa"	211000	53.9	879	52.5
"Central African Republic"	1962	"africa"	1560000	42.5	1380	67.1
"Chad"	1962	"africa"	3120000	45.3	1520	26.2
"Chile"	1962	"americas"	8070000	59	6210	68.2
"China"	1962	"asia"	680000000	43.5	569	24.9
"Colombia"	1962	"americas"	17500000	62.2	3590	62.3
"Comoros"	1962	"africa"	197000	47.1	1080	45.7
"Congo, Dem. Rep."	1962	"africa"	16000000	47.1	2170	42.4
"Congo, Rep."	1962	"africa"	1090000	46	2400	42.7
"Costa Rica"	1962	"americas"	1430000	64.6	4380	49.9
"Cote d Ivoire"	1962	"africa"	3840000	44.1	2630	48.2
"Croatia"	1962	"europe"	4250000	65.1	8020	21.9
"Cuba"	1962	"americas"	7450000	67	9490	37.9
"Cyprus"	1962	"europe"	578000	68.3	5980	30.1
"Czech Republic"	1962	"europe"	9690000	70	12400	19.2
"Denmark"	1962	"europe"	4650000	72.3	17000	22.4
"Djibouti"	1962	"africa"	94200	53.8	3740	36.5
"Dominican Republic"	1962	"americas"	3520000	58.7	2850	42.8
"Ecuador"	1962	"americas"	4810000	59	4570	41.9
"Egypt"	1962	"africa"	28500000	48.6	2080	25.3
"El Salvador"	1962	"americas"	2930000	54.7	4340	41.2
"Equatorial Guinea"	1962	"africa"	263000	41.2	782	40
"Eritrea"	1962	"africa"	1470000	42	948	40
"Estonia"	1962	"europe"	1250000	69.7	7580	43.6
"Ethiopia"	1962	"africa"	23200000	40.4	678	52.1
"Fiji"	1962	"asia"	422000	60.8	3590	35.3
"Finland"	1962	"europe"	4500000	68.5	11600	33.9
"France"	1962	"europe"	47100000	70.8	12800	42.9
"Gabon"	1962	"africa"	510000	44.7	1880	66.7
"Gambia"	1962	"africa"	384000	46.3	1300	39.6
"Georgia"	1962	"europe"	4150000	61.7	3440	28.7
"Germany"	1962	"europe"	74500000	69.9	15800	33.3
"Ghana"	1962	"africa"	7090000	51.8	2320	40
"Greece"	1962	"europe"	8350000	71.2	6840	47.3
"Grenada"	1962	"americas"	92400	64	2170	40
"Guatemala"	1962	"americas"	4460000	45.7	3360	57.1
"Guinea"	1962	"africa"	3690000	42.8	891	53.3
"Guinea-Bissau"	1962	"africa"	630000	39.3	1310	40.1
"Guyana"	1962	"americas"	606000	59.7	3120	43.2
"Haiti"	1962	"americas"	4020000	42	2320	60.6
"Honduras"	1962	"americas"	2160000	51.6	2540	66.7
"Hungary"	1962	"europe"	10100000	67.9	10000	21.4
"Iceland"	1962	"europe"	183000	73.8	11600	25.8
"India"	1962	"asia"	468000000	43	1040	32.6
"Indonesia"	1962	"asia"	92600000	47.5	1790	40.2
"Iran"	1962	"asia"	23100000	50	5710	55.9
"Iraq"	1962	"asia"	7670000	52.3	6710	44.5
"Ireland"	1962	"europe"	2820000	70.2	8460	43.5
"Israel"	1962	"asia"	2260000	67.9	7910	35
"Italy"	1962	"europe"	50500000	69.1	11600	40.8
"Jamaica"	1962	"americas"	1680000	65.8	5550	42.3
"Japan"	1962	"asia"	95500000	68.9	5790	30.2
"Jordan"	1962	"asia"	1010000	55.9	4560	36.9
"Kazakhstan"	1962	"asia"	10800000	60.4	8910	37.9
"Kenya"	1962	"africa"	8630000	52.4	1850	75.8
"Kiribati"	1962	"asia"	43300	50.8	3020	37
"Kuwait"	1962	"asia"	338000	64.7	23700	40
"Kyrgyz Republic"	1962	"asia"	2320000	56.4	2890	37.5
"Lao"	1962	"asia"	2220000	40.2	1260	35.1
"Latvia"	1962	"europe"	2190000	69.8	5790	27.4
"Lebanon"	1962	"asia"	1930000	64.3	9570	46.1
"Lesotho"	1962	"africa"	882000	53.6	636	56
"Liberia"	1962	"africa"	1170000	42.1	1740	36.5
"Libya"	1962	"africa"	1550000	53.4	16600	40
"Lithuania"	1962	"europe"	2850000	69.4	9530	28.5
"Luxembourg"	1962	"europe"	321000	69.1	23300	27.5
"Macedonia, FYR"	1962	"europe"	1530000	62.9	4220	39.3
"Madagascar"	1962	"africa"	5350000	46	2290	45.8
"Malawi"	1962	"africa"	3780000	40.8	526	48
"Malaysia"	1962	"asia"	8690000	60.7	3230	48.1
"Maldives"	1962	"asia"	94900	33.4	1140	41.3
"Mali"	1962	"africa"	5380000	34.5	815	54.4
"Malta"	1962	"europe"	315000	67.3	2720	28
"Mauritania"	1962	"africa"	909000	49.1	1890	40.3
"Mauritius"	1962	"africa"	698000	58.6	3240	38.6
"Mexico"	1962	"americas"	40600000	58.9	6210	47.9
"Micronesia, Fed. Sts."	1962	"asia"	47400	56.8	1480	42.4
"Moldova"	1962	"europe"	3150000	60.5	3890	20.5
"Mongolia"	1962	"asia"	1010000	49.5	1290	32
"Montenegro"	1962	"europe"	510000	67.5	6920	30.2
"Morocco"	1962	"africa"	13100000	51.7	2000	46.5
"Mozambique"	1962	"africa"	7700000	42.9	496	55.1
"Myanmar"	1962	"asia"	21900000	42.1	861	33.5
"Namibia"	1962	"africa"	633000	53	5140	50.2
"Nepal"	1962	"asia"	10400000	44.9	971	30.9
"Netherlands"	1962	"europe"	11800000	73.3	13700	39.9
"New Zealand"	1962	"asia"	2480000	71.4	16700	31.6
"Nicaragua"	1962	"americas"	1890000	52.3	4770	48.6
"Niger"	1962	"africa"	3590000	42.3	1330	39.4
"Nigeria"	1962	"africa"	47000000	50.5	3590	47.7
"North Korea"	1962	"asia"	11900000	58.3	1590	37
"Norway"	1962	"europe"	3640000	73.4	16700	27.9
"Oman"	1962	"asia"	579000	44.6	5420	40
"Pakistan"	1962	"asia"	47100000	51.1	1310	32.2
"Palestine"	1962	"asia"	1130000	56	1110	34
"Panama"	1962	"americas"	1200000	64.3	4630	57.6
"Papua New Guinea"	1962	"asia"	2090000	46	1190	52.7
"Paraguay"	1962	"americas"	2010000	68	3130	40.8
"Peru"	1962	"americas"	10700000	43.8	5900	57.4
"Philippines"	1962	"asia"	28100000	60.4	2710	44.8
"Poland"	1962	"europe"	30400000	67.6	6580	22.6
"Portugal"	1962	"europe"	8940000	64.6	6160	46.7
"Qatar"	1962	"asia"	56300	61.8	24500	40
"Romania"	1962	"europe"	18900000	67.3	6650	19.1
"Russia"	1962	"europe"	123000000	68.1	11500	24.9
"Rwanda"	1962	"africa"	3050000	44.8	673	37.5
"Samoa"	1962	"asia"	116000	59.5	3420	42.1
"Sao Tome and Principe"	1962	"africa"	64400	53.7	1420	32.1
"Saudi Arabia"	1962	"asia"	4360000	56.3	13800	40
"Senegal"	1962	"africa"	3390000	46	2090	66.3
"Serbia"	1962	"europe"	7670000	66	7220	38.6
"Seychelles"	1962	"africa"	43400	62.1	5880	41.3
"Sierra Leone"	1962	"africa"	2360000	39.8	1310	52.8
"Singapore"	1962	"asia"	1740000	66.8	5370	43.9
"Slovak Republic"	1962	"europe"	4250000	70.4	9150	25.4
"Slovenia"	1962	"europe"	1610000	67.8	8520	31.3
"Solomon Islands"	1962	"asia"	125000	50.5	1150	46.1
"Somalia"	1962	"africa"	2870000	45.3	1270	46.5
"South Africa"	1962	"africa"	18400000	53.6	8130	67.5
"South Korea"	1962	"asia"	26800000	55.1	1150	31.9
"South Sudan"	1962	"africa"	3070000	43.6	2500	45
"Spain"	1962	"europe"	31200000	69.4	7140	24.7
"Sri Lanka"	1962	"asia"	10400000	60.9	1890	35.5
"St. Lucia"	1962	"americas"	92100	61.2	2520	42.6
"St. Vincent and the Grenadines"	1962	"americas"	83200	59.9	3080	40
"Sudan"	1962	"africa"	8000000	49.3	2320	38.7
"Suriname"	1962	"americas"	306000	61.5	7270	46.1
"Swaziland"	1962	"africa"	366000	47.7	2510	60.5
"Sweden"	1962	"europe"	7580000	73.2	16600	24.9
"Switzerland"	1962	"europe"	5500000	71.2	29600	36.9
"Syria"	1962	"asia"	4880000	58.5	2930	34.3
"Tajikistan"	1962	"asia"	2240000	53.6	3530	31.1
"Tanzania"	1962	"africa"	10700000	49	1100	37.6
"Thailand"	1962	"asia"	29100000	58.7	1640	42
"Timor-Leste"	1962	"asia"	518000	38.2	722	35.9
"Togo"	1962	"africa"	1610000	45.9	1300	59.7
"Tonga"	1962	"asia"	66300	62.7	1580	37.7
"Trinidad and Tobago"	1962	"americas"	880000	64.1	8420	46.7
"Tunisia"	1962	"africa"	4300000	48.3	2250	65.1
"Turkey"	1962	"europe"	28800000	50.8	5050	51.5
"Turkmenistan"	1962	"asia"	1720000	53.1	7380	31.2
"Uganda"	1962	"africa"	7240000	46.4	861	54.1
"Ukraine"	1962	"europe"	43700000	69.1	5810	32.4
"United Arab Emirates"	1962	"asia"	112000	57.2	2220	40
"United Kingdom"	1962	"europe"	53200000	70.8	14000	28.4
"United States"	1962	"americas"	192000000	70.2	19000	34.4
"Uruguay"	1962	"americas"	2600000	68.2	7730	45.9
"Uzbekistan"	1962	"asia"	9140000	60.2	2480	35.6
"Vanuatu"	1962	"asia"	67800	51.5	1510	37.6
"Venezuela"	1962	"americas"	8790000	62.4	12500	63.7
"Vietnam"	1962	"asia"	34700000	55	1270	36.6
"Yemen"	1962	"asia"	5350000	34.9	1430	37.5
"Zambia"	1962	"africa"	3240000	51.5	2970	67.7
"Zimbabwe"	1962	"africa"	4000000	54.6	2030	39.8
"Afghanistan"	1963	"asia"	9530000	40.8	1190	33.2
"Albania"	1963	"europe"	1790000	65.3	3010	26.7
"Algeria"	1963	"africa"	12000000	53.8	5590	39.8
"Angola"	1963	"africa"	5980000	44.3	4280	55.5
"Antigua and Barbuda"	1963	"americas"	58300	64.2	4750	40
"Argentina"	1963	"americas"	21600000	64.3	8820	40.7
"Armenia"	1963	"europe"	2080000	63.1	2540	41.1
"Australia"	1963	"asia"	10900000	71.4	15400	35.2
"Austria"	1963	"europe"	7210000	69.6	13300	29.8
"Azerbaijan"	1963	"europe"	4320000	58.9	5160	41.6
"Bahamas"	1963	"americas"	127000	62.9	17200	40
"Bahrain"	1963	"asia"	178000	57	24100	40
"Bangladesh"	1963	"asia"	52500000	45.3	1160	23.5
"Barbados"	1963	"americas"	234000	66.1	5510	48.2
"Belarus"	1963	"europe"	8410000	70.6	3990	25.7
"Belgium"	1963	"europe"	9340000	70	14100	29.9
"Belize"	1963	"americas"	100000	62.4	2080	60.3
"Benin"	1963	"africa"	2540000	42.8	1160	37.3
"Bhutan"	1963	"asia"	241000	43.4	983	40.9
"Bolivia"	1963	"americas"	3910000	47.5	2880	48
"Bosnia and Herzegovina"	1963	"europe"	3420000	62.5	1940	30
"Botswana"	1963	"africa"	565000	53.3	1020	53.6
"Brazil"	1963	"americas"	78900000	58.4	4700	45.7
"Brunei"	1963	"asia"	93600	62.6	70500	40
"Bulgaria"	1963	"europe"	8090000	70.1	5700	22
"Burkina Faso"	1963	"africa"	5030000	40.4	702	48.6
"Burundi"	1963	"africa"	2950000	43	596	35.6
"Cambodia"	1963	"asia"	6180000	44.5	1640	42
"Cameroon"	1963	"africa"	5520000	47.7	1910	37.3
"Canada"	1963	"americas"	19000000	71.4	15800	33
"Cape Verde"	1963	"africa"	217000	54.1	895	52.5
"Central African Republic"	1963	"africa"	1590000	43	1350	67.6
"Chad"	1963	"africa"	3180000	45.7	1470	27.1
"Chile"	1963	"americas"	8250000	59.5	6450	66.8
"China"	1963	"asia"	692000000	50.7	638	24.7
"Colombia"	1963	"americas"	18000000	62.7	3590	61.6
"Comoros"	1963	"africa"	200000	47.6	1280	46
"Congo, Dem. Rep."	1963	"africa"	16500000	47.4	2160	42.4
"Congo, Rep."	1963	"africa"	1120000	46.4	2230	42.8
"Costa Rica"	1963	"americas"	1480000	65.2	4600	51.2
"Cote d Ivoire"	1963	"africa"	4000000	44.9	2880	48.7
"Croatia"	1963	"europe"	4280000	65.5	8760	21.9
"Cuba"	1963	"americas"	7620000	67.6	9460	38
"Cyprus"	1963	"europe"	578000	68.5	6220	30.1
"Czech Republic"	1963	"europe"	9740000	70.5	12100	19
"Denmark"	1963	"europe"	4690000	72.4	17000	22.2
"Djibouti"	1963	"africa"	101000	54.4	3770	36.5
"Dominican Republic"	1963	"americas"	3640000	59.5	2940	43
"Ecuador"	1963	"americas"	4950000	59.6	4560	41.9
"Egypt"	1963	"africa"	29300000	49.1	2100	25.3
"El Salvador"	1963	"americas"	3020000	55.4	4380	41.2
"Equatorial Guinea"	1963	"africa"	267000	41.6	888	40
"Eritrea"	1963	"africa"	1510000	42.3	965	40
"Estonia"	1963	"europe"	1260000	69.7	7300	43.9
"Ethiopia"	1963	"africa"	23800000	41	690	52.2
"Fiji"	1963	"asia"	436000	61.2	3690	35.3
"Finland"	1963	"europe"	4530000	68.9	11900	33.8
"France"	1963	"europe"	47800000	70.6	13200	42.9
"Gabon"	1963	"africa"	516000	45.3	2160	66.9
"Gambia"	1963	"africa"	389000	47	1270	39.6
